DRG Code,DRG Description,ICD-10 Code,ICD-10 Description,Notes,Remarks,Is Active
ORTH17C,Open Reduction and Internal Fixation <12 Yrs,M84.0,Malunion of fracture,,,TRUE
ORTH17C,Open Reduction and Internal Fixation <12 Yrs,P11.5,Birth injury to spine and spinal cord,,,TRUE
ORTH17C,Open Reduction and Internal Fixation <12 Yrs,S22.0,Fracture of thoracic vertebra,,,TRUE
ORTH17C,Open Reduction and Internal Fixation <12 Yrs,S22.1,Multiple fractures of thoracic spine,,,TRUE
ORTH17C,Open Reduction and Internal Fixation <12 Yrs,S32.0,Fracture of lumbar vertebra,,,TRUE
ORTH17C,Open Reduction and Internal Fixation <12 Yrs,S32.1,Fracture of sacrum,,,TRUE
ORTH17C,Open Reduction and Internal Fixation <12 Yrs,S32.2,Fracture of coccyx,,,TRUE
ORTH17C,Open Reduction and Internal Fixation <12 Yrs,S42.2,Fracture of upper end of humerus,,,TRUE
ORTH17C,Open Reduction and Internal Fixation <12 Yrs,S42.3,Fracture of shaft of humerus,,,TRUE
ORTH17C,Open Reduction and Internal Fixation <12 Yrs,S42.7,"Multiple fractures of clavicle, scapula and humerus",,,TRUE
ORTH17C,Open Reduction and Internal Fixation <12 Yrs,S43.0,Dislocation of shoulder joint,,,TRUE
ORTH17C,Open Reduction and Internal Fixation <12 Yrs,S52.2,Fracture of shaft of ulna,,,TRUE
ORTH17C,Open Reduction and Internal Fixation <12 Yrs,S52.5,Fracture of lower end of radius,,,TRUE
ORTH17C,Open Reduction and Internal Fixation <12 Yrs,S52.6,Fracture of lower end of both ulna and radius,,,TRUE
ORTH17C,Open Reduction and Internal Fixation <12 Yrs,S52.8,Fracture of other parts of forearm,,,TRUE
ORTH18A,Osteotomy >=12 Yrs,M95.9,"Acquired deformity of musculoskeletal system, unspecified",,,TRUE
ORTH18A,Other Acquired Deformity Of Musculoskeletal System,M95.9,"Acquired deformity of musculoskeletal system, unspecified",,,TRUE
ORTH18A,Osteotomy >=12 Yrs,Q68.8,Other specified congenital musculoskeletal deformities,,,TRUE
ORTH18A,Other Acquired Deformity Of Musculoskeletal System,Q68.8,Other specified congenital musculoskeletal deformities,,,TRUE
ORTH18C,Osteotomy <12 Yrs,M95.9,"Acquired deformity of musculoskeletal system, unspecified",,,TRUE
ORTH18C,Osteotomy <12 Yrs,Q68.8,Other specified congenital musculoskeletal deformities,,,TRUE
ORTH19A,Skin Traction >=12 Yrs,Q68.8,Other specified congenital musculoskeletal deformities,,,TRUE
ORTH19A,Dislocation Of Hip,Q68.8,Other specified congenital musculoskeletal deformities,,,TRUE
ORTH19C,Skin Traction < 12 Yrs,Q68.8,Other specified congenital musculoskeletal deformities,,,TRUE
ORTH20A,Surgery for Infected Bone >=12 Yrs,B99.00,Other and unspecified infectious diseases,,,TRUE
ORTH20A,Osteomyelitis,B99.00,Other and unspecified infectious diseases,,,TRUE
ORTH20C,Surgery for Infected Bone <12 Yrs,B99.00,Other and unspecified infectious diseases,,,TRUE
ORTH22A,Synovectomy >=12 Yrs,M01.1,Tb Arthirtis,,,TRUE
ORTH22A,Rheumatoid Arthritis,M01.1,Tb Arthirtis,,,TRUE
ORTH22A,Synovectomy >=12 Yrs,M06.9,"Rheumatoid arthritis, unspecified",,,TRUE
ORTH22A,Rheumatoid Arthritis,M06.9,"Rheumatoid arthritis, unspecified",,,TRUE
ORTH22C,Synovectomy <12 Yrs,M01.1,Tb Arthirtis,,,TRUE
ORTH22C,Synovectomy <12 Yrs,M06.9,"Rheumatoid arthritis, unspecified",,,TRUE
ORTH23A,Tendon Surgery >=12 Yrs,M06.9,"Rheumatoid arthritis, unspecified",,,TRUE
ORTH23A,Contracture Of Joints Eg. Hammertoes,M06.9,"Rheumatoid arthritis, unspecified",,,TRUE
ORTH23A,Tendon Surgery >=12 Yrs,T14.6,Injury of muscles and tendons of unspecified body region,,,TRUE
ORTH23A,Contracture Of Joints Eg. Hammertoes,T14.6,Injury of muscles and tendons of unspecified body region,,,TRUE
ORTH23C,Tendon Surgery <12 Yrs,M06.9,"Rheumatoid arthritis, unspecified",,,TRUE
ORTH23C,Tendon Surgery <12 Yrs,T14.6,Injury of muscles and tendons of unspecified body region,,,TRUE
ORTH24A,Head injury/spinal injury >=12 Yrs,S09.0,"Injury of blood vessels of head, not elsewhere classified",,,TRUE
ORTH24A,Superficial Injury Of Head,S09.0,"Injury of blood vessels of head, not elsewhere classified",,,TRUE
ORTH24A,Head injury/spinal injury >=12 Yrs,T08.00,"Fracture of spine, level unspecified",,,TRUE
ORTH24A,Superficial Injury Of Head,T08.00,"Fracture of spine, level unspecified",,,TRUE
ORTH24A,Head injury/spinal injury >=12 Yrs,T09.0,"Superficial injury of trunk, level unspecified",,,TRUE
ORTH24A,Superficial Injury Of Head,T09.0,"Superficial injury of trunk, level unspecified",,,TRUE
ORTH24C,Head injury/spinal injury <12 Yrs,T08.00,"Fracture of spine, level unspecified",,,TRUE
ORTH25A,Surgery for removal of finger/toe >=12 Yrs,D48.7,Neoplasm of uncertain or unknown behaviour: Other specified sites,,,TRUE
ORTH25A,Unspecified Diabetes Mellitus With Peripheral Circulatory Complications,D48.7,Neoplasm of uncertain or unknown behaviour: Other specified sites,,,TRUE
ORTH25A,Surgery for removal of finger/toe >=12 Yrs,E14.5,Unspecified diabetes mellitus: With peripheral circulatory complications,,,TRUE
ORTH25A,Unspecified Diabetes Mellitus With Peripheral Circulatory Complications,E14.5,Unspecified diabetes mellitus: With peripheral circulatory complications,,,TRUE
ORTH25A,Surgery for removal of finger/toe >=12 Yrs,N49.3,Gangrene,,,TRUE
ORTH25A,Unspecified Diabetes Mellitus With Peripheral Circulatory Complications,N49.3,Gangrene,,,TRUE
ORTH25C,Surgery for removal of finger/toe <12 Yrs,D48.7,Neoplasm of uncertain or unknown behaviour: Other specified sites,,,TRUE
ORTH25C,Surgery for removal of finger/toe <12 Yrs,E14.5,Unspecified diabetes mellitus: With peripheral circulatory complications,,,TRUE
ORTH25C,Surgery for removal of finger/toe <12 Yrs,N49.3,Gangrene,,,TRUE
ORTH26A,Surgery for amputation of hand/foot (through or below ankle/wrist joint) >=12 Yrs,D48.7,Neoplasm of uncertain or unknown behaviour: Other specified sites,,,TRUE
ORTH26A,Unspecified Diabetes Mellitus With Peripheral Circulatory Complications,D48.7,Neoplasm of uncertain or unknown behaviour: Other specified sites,,,TRUE
ORTH26A,Surgery for amputation of hand/foot (through or below ankle/wrist joint) >=12 Yrs,E14.5,Unspecified diabetes mellitus: With peripheral circulatory complications,,,TRUE
ORTH26A,Unspecified Diabetes Mellitus With Peripheral Circulatory Complications,E14.5,Unspecified diabetes mellitus: With peripheral circulatory complications,,,TRUE
ORTH26A,Surgery for amputation of hand/foot (through or below ankle/wrist joint) >=12 Yrs,N49.3,Gangrene,,,TRUE
ORTH26A,Unspecified Diabetes Mellitus With Peripheral Circulatory Complications,N49.3,Gangrene,,,TRUE
ORTH26C,Surgery for amputation of hand/foot (through or below ankle/wrist joint) <12 Yrs,D48.7,Neoplasm of uncertain or unknown behaviour: Other specified sites,,,TRUE
ORTH26C,Surgery for amputation of hand/foot (through or below ankle/wrist joint) <12 Yrs,E14.5,Unspecified diabetes mellitus: With peripheral circulatory complications,,,TRUE
ORTH26C,Surgery for amputation of hand/foot (through or below ankle/wrist joint) <12 Yrs,N49.3,Gangrene,,,TRUE
ORTH27A,"Amputation below or through elbow or knee, through proximal joints or for the
complete removal of limb >=12 Yr",A48.0,Gas gangrene,,,TRUE
ORTH27A,"Amputation below or through elbow or knee, through proximal joints or for the
complete removal of limb >=12 Yr",Q74.9,Unspecified congenital malformation of limb(s),,,TRUE
ORTH27A,"Amputation below or through elbow or knee, through proximal joints or for the
complete removal of limb >=12 Yr",R02.00,"Gangrene, not elsewhere classified",,,TRUE
ORTH27C,Amputation below or through elbow or knee or for the complete removal of limb <12 Yrs,,,,,TRUE
PAED01C,Thyroid Diseases <12 Yrs,E03.0,Congenital hypothyroidism with diffuse goitre,,,TRUE
PAED01C,Thyroid Diseases <12 Yrs,E03.9,"Hypothyroidism, unspecified",,,TRUE
PAED01C,Thyroid Diseases <12 Yrs,E04.9,"Nontoxic goitre, unspecified",,,TRUE
PAED01C,Thyroid Diseases <12 Yrs,E61.8,Deficiency of other specified nutrient elements,,,TRUE
PAED02C,Diabetes - Simple <12 Yrs,,,,,TRUE
PAED03C,Diabetes with Complications <12 Yrs,E14.1,Unspecified diabetes mellitus: With ketoacidosis,,,TRUE
PAED03C,Diabetes with Complications <12 Yrs,E14.8,Unspecified diabetes mellitus: With unspecified complications,,,TRUE
PAED03C,Diabetes with Complications <12 Yrs,E87.0,Hyperosmolality and hypernatraemia,,,TRUE
PAED04C,Other Endocrine Diseases <12 Yrs,E21.3,"Hyperparathyroidism, unspecified",,,TRUE
PAED04C,Other Endocrine Diseases <12 Yrs,E23.2,Diabetes insipidus,,,TRUE
PAED04C,Other Endocrine Diseases <12 Yrs,E25.0,Congenital adrenogenital disorders associated with enzyme deficiency,,,TRUE
PAED05C,Malnutrition <12 Yrs,E40.00,Kwashiorkor,,,TRUE
PAED05C,Malnutrition <12 Yrs,E41.00,Nutritional marasmus,,,TRUE
PAED05C,Malnutrition <12 Yrs,E42.00,Marasmic kwashiorkor,,,TRUE
PAED05C,Malnutrition <12 Yrs,E43.00,Unspecified severe protein-energy malnutrition,,,TRUE
PAED05C,Malnutrition <12 Yrs,E45.00,Retarded development following protein-energy malnutrition,,,TRUE
PAED05C,Malnutrition <12 Yrs,E46.00,Unspecified protein-energy malnutrition,,,TRUE
PAED05C,Malnutrition <12 Yrs,E54.00,Ascorbic acid deficiency,,,TRUE
PAED05C,Malnutrition <12 Yrs,E55.9,"Vitamin D deficiency, unspecified",,,TRUE
PAED06C,Anaemia <12 Yrs,D50.9,"Iron deficiency anaemia, unspecified",,,TRUE
PAED06C,Anaemia <12 Yrs,D51.9,"Vitamin B12 deficiency anaemia, unspecified",,,TRUE
PAED06C,Anaemia <12 Yrs,D58.9,"Hereditary haemolytic anaemia, unspecified",,,TRUE
PAED06C,Anaemia <12 Yrs,P61.2,Anaemia of prematurity,,,TRUE
PAED07C,Other Neonatal Diseases,E70.0,Classical phenylketonuria,,,TRUE
PAED07C,Other Neonatal Diseases,E88.9,"Metabolic disorder, unspecified",,,TRUE
PAED08C,Neonatal Jaundice - Severe,P58.9,"Neonatal jaundice due to excessive haemolysis, unspecified",,,TRUE
PAED09C,Neonatal Jaundice - Simple,P59.9,"Neonatal jaundice, unspecified",,,TRUE
PAED10C,Birth Weight Abnormalities,P08.0,Exceptionally large baby,,,TRUE
PAED11C,Birth Trauma,P10.9,Unspecified intracranial laceration and haemorrhage due to birth injury,,,TRUE
PAED11C,Birth Trauma,P13.9,"Birth injury to skeleton, unspecified",,,TRUE
PAED11C,Birth Trauma,P15.9,"Birth injury, unspecified",,,TRUE
PAED12C,Neonatal Respiratory Disorders without Ventilation,,,,,TRUE
PAED13C,Neonatal Respiratory Disorders with Ventilation,P22.0,Respiratory distress syndrome of newborn,,,TRUE
PAED14C,Neonatal Septicaemia,A33.00,Tetanus neonatorum,,,TRUE
PAED14C,Neonatal Septicaemia,A41.9,"Sepsis, unspecified",,,TRUE
PAED14C,Neonatal Septicaemia,G03.9,"Meningitis, unspecified",,,TRUE
PAED14C,Neonatal Septicaemia,J18.9,"Pneumonia, unspecified",,,TRUE
PAED15C,Heart Disease <12 Yrs,I00.00,Rheumatic fever without mention of heart involvement,,,TRUE
PAED15C,Heart Disease <12 Yrs,I31.3,Pericardial effusion (noninflammatory),,,TRUE
PAED15C,Heart Disease <12 Yrs,I31.9,"Disease of pericardium, unspecified",,,TRUE
PAED15C,Heart Disease <12 Yrs,I38.00,"Endocarditis, valve unspecified",,,TRUE
PAED15C,Heart Disease <12 Yrs,I50.9,"Heart failure, unspecified",,,TRUE
PAED15C,Heart Disease <12 Yrs,I51.4,"Myocarditis, unspecified",,,TRUE
PAED15C,Heart Disease <12 Yrs,Q24.9,"Congenital malformation of heart, unspecified",,,TRUE
PAED16C,Poisoning <12 Yrs,J68.0,"Bronchitis and pneumonitis due to chemicals, gases, fumes and vapours",,,TRUE
PAED18C,Non-Traumatic Coma <12 Yrs,A17.0,Tuberculous meningitis,,,TRUE
PAED18C,Non-Traumatic Coma <12 Yrs,E14.0,Unspecified diabetes mellitus: With coma,,,TRUE
PAED18C,Non-Traumatic Coma <12 Yrs,E15.00,Nondiabetic hypoglycaemic coma,,,TRUE
PAED18C,Non-Traumatic Coma <12 Yrs,G03.9,"Meningitis, unspecified",,,TRUE
PAED18C,Non-Traumatic Coma <12 Yrs,I64.00,"Stroke, not specified as haemorrhage or infarction",,,TRUE
PAED18C,Non-Traumatic Coma <12 Yrs,N19.00,Unspecified kidney failure,,,TRUE
PAED19C,Paralytic Conditions <12 Yrs,A80.9,"Acute poliomyelitis, unspecified",,,TRUE
PAED19C,Paralytic Conditions <12 Yrs,G37.3,Acute transverse myelitis in demyelinating disease of central nervous system,,,TRUE
PAED19C,Paralytic Conditions <12 Yrs,G61.0,Guillain-BarrE9 syndrome,,,TRUE
PAED20C,Seizure Disorders <12 Yrs,R56.8,Other and unspecified convulsions,,,TRUE
PAED21C,Transient Loss of Consciousness <12 Yrs,G41.9,"Status epilepticus, unspecified",,,TRUE
PAED21C,Transient Loss of Consciousness <12 Yrs,G45.9,"Transient cerebral ischaemic attack, unspecified",,,TRUE
PAED21C,Transient Loss of Consciousness <12 Yrs,R55.00,Syncope and collapse,,,TRUE
PAED22C,Cerebro Vascular Accident/Stroke <12 Yrs,G80.9,"Cerebral palsy, unspecified",,,TRUE
PAED22C,Cerebro Vascular Accident/Stroke <12 Yrs,I67.9,"Cerebrovascular disease, unspecified",,,TRUE
PAED23C,Bone Marrow Hypoplasia <12 Yrs,D61.9,"Aplastic anaemia, unspecified",,,TRUE
PAED24C,Sickle Cell Disease with Complication/Crisis <12 Yrs,,,,,TRUE
PAED25C,Clotting/Bleeding Disorders <12 Yrs,D65.00,Disseminated intravascular coagulation [defibrination syndrome],,,TRUE
PAED25C,Clotting/Bleeding Disorders <12 Yrs,D66.00,Hereditary factor VIII deficiency,,,TRUE
PAED25C,Clotting/Bleeding Disorders <12 Yrs,P53.00,Haemorrhagic disease of fetus and newborn,,,TRUE
PAED26C,Diseases of Skin/Subcutaneous Tissues <12 Yrs,L23.9,"Allergic contact dermatitis, unspecified cause",,,TRUE
PAED26C,Diseases of Skin/Subcutaneous Tissues <12 Yrs,L30.9,"Dermatitis, unspecified",,,TRUE
PAED26C,Diseases of Skin/Subcutaneous Tissues <12 Yrs,L51.1,Bullous erythema multiforme,,,TRUE
PAED26C,Diseases of Skin/Subcutaneous Tissues <12 Yrs,T30.0,"Burn of unspecified body region, unspecified degree",,,TRUE
PAED27C,Kidney Disease without Renal Failure <12 Yrs,,,,,TRUE
PAED28C,Renal Failure without Dialysis <12 Yrs,N18.9,"Chronic kidney disease, unspecified",,,TRUE
PAED29C,Acute Renal Failure with Dialysis <12 Yrs,N17.9,"Acute renal failure, unspecified",,,TRUE
PAED30C,Obstructive Airway Disease <12 Yrs,J21.9,"Acute bronchiolitis, unspecified",,,TRUE
PAED30C,Obstructive Airway Disease <12 Yrs,J40.00,"Bronchitis, not specified as acute or chronic",,,TRUE
PAED30C,Obstructive Airway Disease <12 Yrs,J42.00,Unspecified chronic bronchitis,,,TRUE
PAED30C,Obstructive Airway Disease <12 Yrs,J44.9,"Chronic obstructive pulmonary disease, unspecified",,,TRUE
PAED30C,Obstructive Airway Disease <12 Yrs,J46.00,Status asthmaticus,,,TRUE
PAED31C,Diarrhoea and Vomiting <12 Yrs,A03.9,"Shigellosis, unspecified",,,TRUE
PAED31C,Diarrhoea and Vomiting <12 Yrs,A09.0,Other and unspecified gastroenteritis and colitis of infectious origin,,,TRUE
PAED32C,Liver Diseases <12 Yrs,B17.9,"Acute viral hepatitis, unspecified",,,TRUE
PAED33C,Gastro Intestinal Tract Bleeding <12 Yrs,I86.4,Gastric varices,,,TRUE
PAED33C,Gastro Intestinal Tract Bleeding <12 Yrs,K92.0,Haematemesis,,,TRUE
PAED33C,Gastro Intestinal Tract Bleeding <12 Yrs,K92.1,Melaena,,,TRUE
PAED33C,Gastro Intestinal Tract Bleeding <12 Yrs,K92.2,"Gastrointestinal haemorrhage, unspecified",,,TRUE
PAED34C,Non-Specific Abdominal Conditions <12 Yrs,B83.9,"Helminthiasis, unspecified",,,TRUE
PAED34C,Non-Specific Abdominal Conditions <12 Yrs,B89.00,Unspecified parasitic disease,,,TRUE
PAED35C,Shock <12 Yrs,A41.9,"Sepsis, unspecified",,,TRUE
PAED35C,Shock <12 Yrs,R57.0,Cardiogenic shock,,,TRUE
PAED35C,Shock <12 Yrs,R57.1,Hypovolaemic shock,,,TRUE
PAED35C,Shock <12 Yrs,R57.9,"Shock, unspecified",,,TRUE
PAED35C,Shock <12 Yrs,R58.00,"Haemorrhage, not elsewhere classified",,,TRUE
PAED36C,Malaria <12 Yrs,B54.00,Unspecified malaria,,,TRUE
PAED37C,Black Water Fever <12 Yrs,,,,,TRUE
PAED38C,Severe Infections <12 Yrs,A20.3,Plague meningitis,,,TRUE
PAED38C,Severe Infections <12 Yrs,A41.9,"Sepsis, unspecified",,,TRUE
PAED38C,Severe Infections <12 Yrs,A86.00,Unspecified viral encephalitis,,,TRUE
PAED38C,Severe Infections <12 Yrs,A92.8,Other specified mosquito-borne viral fevers,,,TRUE
PAED38C,Severe Infections <12 Yrs,A92.9,"Mosquito-borne viral fever, unspecified",,,TRUE
PAED38C,Severe Infections <12 Yrs,A99.00,Unspecified viral haemorrhagic fever,,,TRUE
PAED38C,Severe Infections <12 Yrs,B94.1,Sequelae of viral encephalitis,,,TRUE
PAED38C,Severe Infections <12 Yrs,G03.9,"Meningitis, unspecified",,,TRUE
PAED38C,Severe Infections <12 Yrs,G05.00,"Encephalitis, Myelitis And Encephalomyelitis In Diseases Classified Elsewhere",,,TRUE
PAED38C,Severe Infections <12 Yrs,I33.0,Acute and subacute infective endocarditis,,,TRUE
PAED38C,Severe Infections <12 Yrs,J18.9,"Pneumonia, unspecified",,,TRUE
PAED38C,Severe Infections <12 Yrs,J47.00,Bronchiectasis,,,TRUE
PAED38C,Severe Infections <12 Yrs,J99.00,Respiratory Disorders In Diseases Classified Elsewhere,,,TRUE
PAED38C,Severe Infections <12 Yrs,M00.9,"Pyogenic arthritis, unspecified",,,TRUE
PAED38C,Severe Infections <12 Yrs,N12.00,"Tubulo-interstitial nephritis, not specified as acute or chronic",,,TRUE
PAED38C,Severe Infections <12 Yrs,Q33.4,Congenital bronchiectasis,,,TRUE
PAED38C,Severe Infections <12 Yrs,R21.00,Rash and other nonspecific skin eruption,,,TRUE
PAED39C,Localised Infections <12 Yrs,J02.9,"Acute pharyngitis, unspecified",,,TRUE
PAED39C,Localised Infections <12 Yrs,J18.9,"Pneumonia, unspecified",,,TRUE
PAED39C,Localised Infections <12 Yrs,J32.9,"Chronic sinusitis, unspecified",,,TRUE
PAED39C,Localised Infections <12 Yrs,J40.00,"Bronchitis, not specified as acute or chronic",,,TRUE
PAED39C,Localised Infections <12 Yrs,J98.8,Other specified respiratory disorders,,,TRUE
PAED39C,Localised Infections <12 Yrs,N39.0,"Urinary tract infection, site not specified",,,TRUE
PAED39C,Localised Infections <12 Yrs,P38.00,Omphalitis of newborn with or without mild haemorrhage,,,TRUE
PAED40C,Hypertension <12 Yrs,I10.00,Essential (primary) hypertension,,,TRUE
PAED41C,Ischaemic Heart Disease <12 Yrs,I20.0,Unstable angina,,,TRUE
PAED41C,Ischaemic Heart Disease <12 Yrs,I25.2,Old myocardial infarction,,,TRUE
PAED42C,Pulmonary Embolism <12 Yrs,,,,,TRUE
PAED43C,Ulcer of Skin <12 Yrs,,,,,TRUE
PAED44C,Animal Bites <12 Yrs,W53.00,Bitten by rat,,,TRUE
PAED44C,Animal Bites <12 Yrs,W54.00,Bitten or struck by dog,,,TRUE
PAED45C,Retroviral Infection/Immuno Suppression <12 Yrs,B20.0,HIV disease resulting in mycobacterial infection,,,TRUE
PAED45C,Retroviral Infection/Immuno Suppression <12 Yrs,B20.1,HIV disease resulting in other bacterial infections,,,TRUE
PAED45C,Retroviral Infection/Immuno Suppression <12 Yrs,B20.2,HIV disease resulting in cytomegaloviral disease,,,TRUE
PAED45C,Retroviral Infection/Immuno Suppression <12 Yrs,B20.3,HIV disease resulting in other viral infections,,,TRUE
PAED45C,Retroviral Infection/Immuno Suppression <12 Yrs,B20.4,HIV disease resulting in candidiasis,,,TRUE
PAED45C,Retroviral Infection/Immuno Suppression <12 Yrs,B20.5,HIV disease resulting in other mycoses,,,TRUE
PAED45C,Retroviral Infection/Immuno Suppression <12 Yrs,B20.6,HIV disease resulting in Pneumocystis jirovecii pneumonia,,,TRUE
PAED45C,Retroviral Infection/Immuno Suppression <12 Yrs,B20.7,HIV disease resulting in multiple infections,,,TRUE
PAED45C,Retroviral Infection/Immuno Suppression <12 Yrs,B20.8,HIV disease resulting in other infectious and parasitic diseases,,,TRUE
PAED45C,Retroviral Infection/Immuno Suppression <12 Yrs,B20.9,HIV disease resulting in unspecified infectious or parasitic disease,,,TRUE
PAED46C,Cerebral Malaria,B50.0,Plasmodium falciparum malaria with cerebral complications,,,TRUE
PAED49C,Acute Lymphoblastic Leukaemia (Initiation Therapy),,,,,TRUE
PAED50C,Acute Lymphoblastic Leukaemia (Maintenance Therapy),,,,,TRUE
PAED54C,Dialysis for Chronic Renal Failure < 12Yrs,,,,,TRUE
PSUR01C,Laparotomy and Resection <12 Yrs,K31.1,Adult hypertrophic pyloric stenosis,,,TRUE
PSUR01C,Laparotomy and Resection <12 Yrs,K43.3,Parastomal Hernia With Obstruction Without Gangrene,,,TRUE
PSUR01C,Laparotomy and Resection <12 Yrs,Q41.9,"Congenital absence, atresia and stenosis of small intestine, part unspecified",,,TRUE
PSUR01C,Laparotomy and Resection <12 Yrs,Q43.0,Meckel diverticulum,,,TRUE
PSUR01C,Laparotomy and Resection <12 Yrs,Q43.1,Hirschsprung disease,,,TRUE
PSUR02C,Laparotomy and Excision Biopsy <12 Yrs,D73.1,Hypersplenism,,,TRUE
PSUR02C,Laparotomy and Excision Biopsy <12 Yrs,E27.9,"Disorder of adrenal gland, unspecified",,,TRUE
PSUR02C,Laparotomy and Excision Biopsy <12 Yrs,N28.9,"Disorder of kidney and ureter, unspecified",,,TRUE
PSUR03C,Laparotomy and surgery for upper renal anomalies <12 Yrs,N13.2,Hydronephrosis with renal and ureteral calculous obstruction,,,TRUE
PSUR03C,Laparotomy and surgery for upper renal anomalies <12 Yrs,Q61.4,Renal dysplasia,,,TRUE
PSUR03C,Laparotomy and surgery for upper renal anomalies <12 Yrs,Q63.9,"Congenital malformation of kidney, unspecified",,,TRUE
PSUR04C,Excision Biopsy deep masses <12 Yrs,D48.9,"Neoplasm of uncertain or unknown behaviour: Neoplasm of uncertain or unknown behaviour, unspecified",,,TRUE
PSUR05C,Excision Biopsy Superficial masses <12 Yrs,D18.1,"Lymphangioma, any site",,,TRUE
PSUR05C,Excision Biopsy Superficial masses <12 Yrs,D23.9,"Benign neoplasm: Skin, unspecified",,,TRUE
PSUR05C,Excision Biopsy Superficial masses <12 Yrs,K62.1,Rectal polyp,,,TRUE
PSUR05C,Excision Biopsy Superficial masses <12 Yrs,Q18.0,"Sinus, fistula and cyst of branchial cleft",,,TRUE
PSUR05C,Excision Biopsy Superficial masses <12 Yrs,Q89.2,Congenital malformations of other endocrine glands,,,TRUE
PSUR05C,Excision Biopsy Superficial masses <12 Yrs,R22.9,"Localized swelling, mass and lump, unspecified",,,TRUE
PSUR06C,Incision and Drainage GA <12 Yrs,N61.00,Inflammatory disorders of breast,,,TRUE
PSUR07C,Repair of Minor Abdominal Wall Defects <12 Yrs,K44.9,Diaphragmatic hernia without obstruction or gangrene,,,TRUE
PSUR07C,Repair of Minor Abdominal Wall Defects <12 Yrs,K46.9,Unspecified abdominal hernia without obstruction or gangrene,,,TRUE
PSUR08C,Repair of Major Abdominal Wall Defects <12 Yrs,K42.9,Umbilical hernia without obstruction or gangrene,,,TRUE
PSUR08C,Repair of Major Abdominal Wall Defects <12 Yrs,K43.2,Incisional Hernia Without Obstruction Or Gangrene,,,TRUE
PSUR08C,Repair of Major Abdominal Wall Defects <12 Yrs,K43.6,Spigelian Hernia,,,TRUE
PSUR08C,Repair of Major Abdominal Wall Defects <12 Yrs,K43.9,Ventral hernia without obstruction or gangrene,,,TRUE
PSUR08C,Repair of Major Abdominal Wall Defects <12 Yrs,Q79.2,Exomphalos,,,TRUE
PSUR08C,Repair of Major Abdominal Wall Defects <12 Yrs,Q79.3,Gastroschisis,,,TRUE
PSUR08C,Repair of Major Abdominal Wall Defects <12 Yrs,Q79.4,Prune belly syndrome,,,TRUE
PSUR09C,Exploratory Laparotomy <12 Yrs,K65.9,"Peritonitis, unspecified",,,TRUE
PSUR09C,Exploratory Laparotomy <12 Yrs,K66.1,Haemoperitoneum,,,TRUE
PSUR10C,Gastrostomy <12 Yrs,Q39.0,Atresia of oesophagus without fistula,,,TRUE
PSUR11C,Laparotomy with Repair <12 Yrs,K43.9,Ventral hernia without obstruction or gangrene,,,TRUE
PSUR11C,Laparotomy with Repair <12 Yrs,K44.9,Diaphragmatic hernia without obstruction or gangrene,,,TRUE
PSUR12C,Laparotomy with Appendicectomy <12 Yrs,K36.00,Other appendicitis,,,TRUE
PSUR12C,Laparotomy with Appendicectomy <12 Yrs,K37.00,Unspecified appendicitis,,,TRUE
PSUR14C,Thoracotomy and oesophageal surgery <12 Yrs,K21.9,Gastro-oesophageal reflux disease without oesophagitis,,,TRUE
PSUR14C,Thoracotomy and oesophageal surgery <12 Yrs,K22.0,Achalasia of cardia,,,TRUE
PSUR14C,Thoracotomy and oesophageal surgery <12 Yrs,K22.2,Oesophageal obstruction,,,TRUE
PSUR14C,Thoracotomy and oesophageal surgery <12 Yrs,Q39.0,Atresia of oesophagus without fistula,,,TRUE
PSUR15C,Repair of Lower Urinary Tract Malformation <12 Yrs,N36.0,Urethral fistula,,,TRUE
PSUR15C,Repair of Lower Urinary Tract Malformation <12 Yrs,Q54.9,"Hypospadias, unspecified",,,TRUE
PSUR15C,Repair of Lower Urinary Tract Malformation <12 Yrs,Q64.0,Epispadias,,,TRUE
PSUR16C,Repair of Congenital Genito-Urinary Malformations <12 Yrs,Q64.0,Epispadias,,,TRUE
PSUR17C,Surgery for anal conditions <12 Yrs,K60.2,"Anal fissure, unspecified",,,TRUE
PSUR17C,Surgery for anal conditions <12 Yrs,K60.3,Anal fistula,,,TRUE
PSUR17C,Surgery for anal conditions <12 Yrs,K62.1,Rectal polyp,,,TRUE
PSUR18C,Primary Closure and Repair <12 Yrs,Q01.0,Frontal encephalocele,,,TRUE
PSUR18C,Primary Closure and Repair <12 Yrs,Q05.9,"Spina bifida, unspecified",,,TRUE
PSUR18C,Primary Closure and Repair <12 Yrs,Q35.9,"Cleft palate, unspecified",,,TRUE
PSUR18C,Primary Closure and Repair <12 Yrs,Q36.9,"Cleft lip, unilateral",,,TRUE
PSUR19C,Laparatomy for biliary surgery <12 Yrs,Q44.2,Atresia of bile ducts,,,TRUE
PSUR19C,Laparatomy for biliary surgery <12 Yrs,Q44.4,Choledochal cyst,,,TRUE
PSUR20C,Laparotomy with Separation <12 Yrs,Q89.4,Conjoined twins,,,TRUE
PSUR21C,Surgery of Scrotal contents and testes <12 Yrs,I86.1,Scrotal varices,,,TRUE
PSUR21C,Surgery of Scrotal contents and testes <12 Yrs,N43.3,"Hydrocele, unspecified",,,TRUE
PSUR21C,Surgery of Scrotal contents and testes <12 Yrs,Q53.9,"Undescended testicle, unspecified",,,TRUE
